,x,y
5771,2001.0,126.39344262295086
5739,2001.0,128.85245901639348
5740,2001.0,128.85245901639348
5741,2001.0,128.85245901639348
5770,2001.0,126.39344262295086
5749,2001.0,128.36065573770495
5750,2001.0,128.36065573770495
5754,2001.0,127.86885245901641
5755,2001.0,127.86885245901641
5756,2001.0,127.86885245901641
5748,2001.0,128.36065573770495
5760,2001.0,127.3770491803279
5768,2001.0,126.88524590163937
5769,2001.0,126.39344262295086
5761,2001.0,127.3770491803279
5762,2001.0,127.3770491803279
5766,2001.0,126.88524590163937
5767,2001.0,126.88524590163937
5718,2001.032967032967,130.32786885245903
5719,2001.032967032967,130.32786885245903
5759,2001.032967032967,127.86885245901641
5733,2001.032967032967,129.344262295082
5720,2001.032967032967,130.32786885245903
5729,2001.032967032967,129.83606557377053
5728,2001.032967032967,129.83606557377053
5727,2001.032967032967,129.83606557377053
5735,2001.032967032967,129.344262295082
5734,2001.032967032967,129.344262295082
5742,2001.032967032967,128.85245901639348
5744,2001.032967032967,128.85245901639348
5758,2001.032967032967,127.86885245901641
5757,2001.032967032967,127.86885245901641
5763,2001.032967032967,127.3770491803279
5753,2001.032967032967,128.36065573770495
5743,2001.032967032967,128.85245901639348
5751,2001.032967032967,128.36065573770495
5752,2001.032967032967,128.36065573770495
5765,2001.032967032967,127.3770491803279
5764,2001.032967032967,127.3770491803279
5703,2001.065934065934,131.3114754098361
5721,2001.065934065934,130.32786885245903
5722,2001.065934065934,130.32786885245903
5714,2001.065934065934,130.81967213114757
5712,2001.065934065934,130.81967213114757
5713,2001.065934065934,130.81967213114757
5723,2001.065934065934,130.32786885245903
5738,2001.065934065934,129.344262295082
5704,2001.065934065934,131.3114754098361
5747,2001.065934065934,128.85245901639348
5746,2001.065934065934,128.85245901639348
5745,2001.065934065934,128.85245901639348
5737,2001.065934065934,129.344262295082
5705,2001.065934065934,131.3114754098361
5732,2001.065934065934,129.83606557377053
5731,2001.065934065934,129.83606557377053
5730,2001.065934065934,129.83606557377053
5736,2001.065934065934,129.344262295082
5684,2001.098901098901,132.78688524590166
5691,2001.098901098901,132.29508196721315
5692,2001.098901098901,132.29508196721315
5683,2001.098901098901,132.78688524590166
5693,2001.098901098901,132.29508196721315
5697,2001.098901098901,131.8032786885246
5698,2001.098901098901,131.8032786885246
5699,2001.098901098901,131.8032786885246
5682,2001.098901098901,132.78688524590166
5706,2001.098901098901,131.3114754098361
5707,2001.098901098901,131.3114754098361
5725,2001.098901098901,130.32786885245903
5724,2001.098901098901,130.32786885245903
5717,2001.098901098901,130.81967213114757
5726,2001.098901098901,130.32786885245903
5715,2001.098901098901,130.81967213114757
5716,2001.098901098901,130.81967213114757
5708,2001.098901098901,131.3114754098361
5696,2001.1318681318683,132.29508196721315
5667,2001.1318681318683,133.77049180327873
5677,2001.1318681318683,133.2786885245902
5702,2001.1318681318683,131.8032786885246
5701,2001.1318681318683,131.8032786885246
5700,2001.1318681318683,131.8032786885246
5685,2001.1318681318683,132.78688524590166
5686,2001.1318681318683,132.78688524590166
5687,2001.1318681318683,132.78688524590166
5676,2001.1318681318683,133.2786885245902
5669,2001.1318681318683,133.77049180327873
5668,2001.1318681318683,133.77049180327873
5709,2001.1318681318683,131.3114754098361
5711,2001.1318681318683,131.3114754098361
5694,2001.1318681318683,132.29508196721315
5695,2001.1318681318683,132.29508196721315
5710,2001.1318681318683,131.3114754098361
5678,2001.1318681318683,133.2786885245902
5662,2001.1648351648353,134.26229508196724
5670,2001.1648351648353,133.77049180327873
5661,2001.1648351648353,134.26229508196724
5663,2001.1648351648353,134.26229508196724
5671,2001.1648351648353,133.77049180327873
5672,2001.1648351648353,133.77049180327873
5679,2001.1648351648353,133.2786885245902
5680,2001.1648351648353,133.2786885245902
5690,2001.1648351648353,132.78688524590166
5681,2001.1648351648353,133.2786885245902
5688,2001.1648351648353,132.78688524590166
5689,2001.1648351648353,132.78688524590166
5673,2001.1978021978023,133.77049180327873
5646,2001.1978021978023,135.24590163934428
5647,2001.1978021978023,135.24590163934428
5648,2001.1978021978023,135.24590163934428
5655,2001.1978021978023,134.75409836065577
5657,2001.1978021978023,134.75409836065577
5656,2001.1978021978023,134.75409836065577
5664,2001.1978021978023,134.26229508196724
5665,2001.1978021978023,134.26229508196724
5674,2001.1978021978023,133.77049180327873
5675,2001.1978021978023,133.77049180327873
5666,2001.1978021978023,134.26229508196724
5658,2001.2307692307693,134.75409836065577
5638,2001.2307692307693,135.73770491803282
5637,2001.2307692307693,135.73770491803282
5649,2001.2307692307693,135.24590163934428
5650,2001.2307692307693,135.24590163934428
5651,2001.2307692307693,135.24590163934428
5639,2001.2307692307693,135.73770491803282
5660,2001.2307692307693,134.75409836065577
5659,2001.2307692307693,134.75409836065577
5626,2001.2637362637363,136.22950819672133
5625,2001.2637362637363,136.22950819672133
5627,2001.2637362637363,136.22950819672133
5640,2001.2637362637363,135.73770491803282
5642,2001.2637362637363,135.73770491803282
5654,2001.2637362637363,135.24590163934428
5641,2001.2637362637363,135.73770491803282
5653,2001.2637362637363,135.24590163934428
5652,2001.2637362637363,135.24590163934428
5630,2001.2967032967033,136.22950819672133
5643,2001.2967032967033,135.73770491803282
5644,2001.2967032967033,135.73770491803282
5615,2001.2967032967033,136.72131147540986
5614,2001.2967032967033,136.72131147540986
5613,2001.2967032967033,136.72131147540986
5629,2001.2967032967033,136.22950819672133
5628,2001.2967032967033,136.22950819672133
5645,2001.2967032967033,135.73770491803282
5617,2001.3296703296703,136.72131147540986
5631,2001.3296703296703,136.22950819672133
5632,2001.3296703296703,136.22950819672133
5633,2001.3296703296703,136.22950819672133
